question,option1,option2,option3,option4,answer,imageName,underline,explanation_ko,explanation_en,explanation_zh_hans,explanation_zh_hant,explanation_ja,explanation_fr,explanation_id,explanation_es,explanation_th,explanation_vi,passage_group,sub_question
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,いがい,いかん,いかく,いかり,いかん,,遺憾,"한자 '遺憾'은 'いかん'이라고 읽으며 '유감스럽다, 유감'을 의미합니다. 공식적인 발표에서 「遺憾に思う(유감으로 생각하다)」는 공식적인 유감을 표명할 때 쓰입니다.","The kanji 遺憾 is read いかん and means *regrettable; regret*. In formal statements, 「遺憾に思う」 expresses official regret.",汉字“遺憾”读作“いかん”，意思是“遗憾、抱歉”。在正式声明中，“遺憾に思う”用于表达官方的遗憾。,漢字「遺憾」讀作「いかん」，意思是「遺憾、抱歉」。在正式聲明中，「遺憾に思う」用於表達官方的遺憾。,漢字の「遺憾」は「いかん」と読み、「残念であること」を意味します。公式な声明において「遺憾に思う」は公的な遺憾の意を表します。,"Le kanji 遺憾 se lit いかん et signifie « regrettable ; regret ». Dans les déclarations formelles, « 遺憾に思う » exprime un regret officiel.","Kanji 遺憾 dibaca いかん dan berarti ""menyayangkan; penyesalan"". Dalam pernyataan resmi, 「遺憾に思う」 mengungkapkan penyesalan resmi.","El kanji 遺憾 se lee いかん y significa ""lamentable; arrepentimiento"". En declaraciones formales, 「遺憾に思う」 expresa arrepentimiento oficial.","คันจิ 遺憾 อ่านว่า いかん หมายถึง ""น่าเสียดาย; ความเสียใจ"" ในการแถลงอย่างเป็นทางการ 「遺憾に思う」 จะใช้เพื่อแสดงความเสียใจอย่างเป็นทางการ","Chữ Hán 遺憾 đọc là いかん và có nghĩa là ""đáng tiếc; hối tiếc"". Trong các tuyên bố chính thức, 「遺憾に思う」 dùng để bày tỏ sự đáng tiếc một cách chính thức.",P1,今回の件については、大変遺憾に思っております。
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,へいそく,へいさく,へいそ,へいさ,へいさ,,閉鎖,한자 '閉鎖'는 'へいさ(폐쇄)'라고 읽습니다. 문장에서 「閉鎖されている」는 '폐쇄되어 있다'를 뜻합니다.,"The kanji 閉鎖 is read へいさ (*closure; shutdown*). In the sentence, 「閉鎖されている」 means ""is closed.""  ",汉字“閉鎖”读作“へいさ（封闭、关闭）”。在句子中，“閉鎖されている”的意思是“被关闭”。,漢字「閉鎖」讀作「へいさ（封閉、關閉）」。在句子中，「閉鎖されている」的意思是「被關閉」。,漢字の「閉鎖」は「へいさ」と読みます。文中の「閉鎖されている」は「閉じられている」ことを意味します。,"Le kanji 閉鎖 se lit へいさ (fermeture ; clôture). Dans la phrase, « 閉鎖されている » signifie « est fermé(e) ».","Kanji 閉鎖 dibaca へいさ (""penutupan; penghentian""). Dalam kalimat tersebut, 「閉鎖されている」 berarti ""ditutup"".","El kanji 閉鎖 se lee へいさ (cierre; clausura). En la oración, 「閉鎖されている」 significa ""está cerrado"".","คันจิ 閉鎖 อ่านว่า へいさ (""การปิดทำการ; การปิดล้อม"") ในประโยค 「閉鎖されている」 หมายถึง ""ถูกปิดอยู่""","Chữ Hán 閉鎖 đọc là へいさ (đóng cửa; phong tỏa). Trong câu, 「閉鎖されている」 có nghĩa là ""bị đóng cửa"".",P1,この門は常時閉鎖されている。
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,こころあつかい,こころづかい,こころうかがい,こころよい,こころづかい,,心遣い,"心遣い'는 'こころづかい'라고 읽으며, 배려나 마음 씀씀이를 의미합니다. 문장 문맥에 자연스럽게 어울립니다.","心遣い is read こころづかい, meaning thoughtfulness; consideration. It naturally fits the sentence.",“心遣い”读作“こころづかい”，意思是关怀、体贴。它非常自然地契合句子的语境。,「心遣い」讀作「こころづかい」，意思是關懷、體貼。它非常自然地契合句子的語境。,「心遣い」は「こころづかい」と読み、配慮や思いやりを意味します。文脈に自然に合致します。,"心遣い se lit こころづかい, ce qui signifie « prévenance, attention ». Cela correspond tout à fait au contexte de la phrase.","心遣い dibaca こころづかい, yang berarti ""perhatian; kepedulian"". Kata ini secara alami cocok dengan konteks kalimat tersebut.","心遣い se lee こころづかい, que significa consideración o atención. Encaja de forma natural en la oración.",心遣い อ่านว่า こころづかい หมายถึง ความเอาใจใส่; ความเกรงใจ ซึ่งเข้ากับบริบทของประโยคอย่างเป็นธรรมชาติ,"心遣い đọc là こころづかい, có nghĩa là sự quan tâm, ân cần. Từ này hoàn toàn phù hợp với ngữ cảnh của câu.",P1,どんな時にも、周りへの心遣いを忘れてはいけない。
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,どなった,ののしった,いきどおった,うなった,いきどおった,,て慣った,"동사 '憤った'는 'いきどおった(분개하다, 노하다)'라고 읽습니다. 얼굴이 붉어졌다는 문맥이 분노/분개와 일치합니다. (참고: 프롬프트의 밑줄 친 한자가 '慣った'로 되어 있으나, 이는 '憤った'의 오타로 보입니다.)","The verb 憤った is read いきどおった (to be indignant/enraged). The sentence context (face turning red) matches anger/indignation.  🔎 Note: The underlined kanji appears as 「慣った」 in the prompt, which seems to be a typo for 憤った.",动词“憤った”读作“いきどおった（愤慨、发怒）”。脸变红的语境与愤怒/愤慨相符。（注：提示中带有下划线的汉字显示为“慣った”，这似乎是“憤った”的错别字。）,動詞「憤った」讀作「いきどおった（憤慨、發怒）」。臉變紅的語境與憤怒/憤慨相符。（註：提示中帶有底線的漢字顯示為「慣った」，這似乎是「憤った」的錯字。）,動詞「憤った」は「いきどおった（怒る、憤慨する）」と読みます。顔が赤くなるという文脈は怒りや憤りと一致します。（注：問題文の下線部の漢字は「慣った」となっていますが、これは「憤った」の誤字と思われます。）,"Le verbe 憤った se lit いきどおった (s'indigner / s'emporter). Le fait de rougir dans la phrase correspond à la colère / l'indignation. (Note : le kanji souligné dans l'invite apparaît comme « 慣った », ce qui semble être une faute de frappe pour 憤った.)","Kata kerja 憤った dibaca いきどおった (""marah/murka""). Konteks kalimat (wajah memerah) cocok dengan kemarahan/kemurkaan. (Catatan: Kanji yang digarisbawahi tertulis 「慣った」 dalam soal, yang sepertinya merupakan salah ketik untuk 憤った.)","El verbo 憤った se lee いきどおった (indignarse/enfurecerse). El contexto de la oración (la cara enrojecida) coincide con la ira o indignación. (Nota: el kanji subrayado aparece como 「慣った」 en el texto original, lo que parece ser un error tipográfico por 憤った).","คำกริยา 憤った อ่านว่า いきどおった (""โกรธเคือง/ขุ่นเคือง"") บริบทของประโยค (หน้าแดง) ตรงกับความโกรธ/ความขุ่นเคือง (หมายเหตุ: คันจิที่ขีดเส้นใต้ในโจทย์เขียนว่า 「慣った」 ซึ่งดูเหมือนจะเป็นการพิมพ์ผิดจากคำว่า 憤った)","Động từ 憤った đọc là いきどおった (phẫn nộ/tức giận). Ngữ cảnh của câu (mặt đỏ bừng) phù hợp với sự tức giận/phẫn nộ. (Lưu ý: Chữ Hán được gạch chân xuất hiện là 「慣った」 trong đề bài, có vẻ là lỗi đánh máy của từ 憤った).",P1,彼は顔を真っ赤にして慣った。
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,びんぷ,ひんぷう,ひんぷ,びんぷう,ひんぷ,,貧富,"貧富'는 'ひんぷ(빈부, 빈자와 부자)'라고 읽으며, 문장에 알맞습니다.","貧富 is read ひんぷ (*poverty and wealth; the rich and the poor*), which fits the sentence.",“貧富”读作“ひんぷ（贫富、穷人和富人）”，符合句意。,「貧富」讀作「ひんぷ（貧富、窮人和富人）」，符合句意。,「貧富」は「ひんぷ（貧しさと富み、貧者と富者）」と読み、文脈に合致します。,"貧富 se lit ひんぷ (la richesse et la pauvreté ; les riches et les pauvres), ce qui convient à la phrase.","貧富 dibaca ひんぷ (""kemiskinan dan kekayaan; si kaya dan si miskin""), yang cocok dengan kalimat tersebut.","貧富 se lee ひんぷ (pobreza y riqueza; los ricos y los pobres), lo cual encaja en la oración.","貧富 อ่านว่า ひんぷ (""ความยากดีมีจน; คนรวยและคนจน"") ซึ่งเข้ากับบริบทของประโยค","貧富 đọc là ひんぷ (giàu nghèo; người giàu và người nghèo), phù hợp với câu.",P1,貧富の差が大きくなっているようだ。
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,ちゆ,ちよ,じゆ,じよ,ちゆ,,治癒,한자 '治癒'는 'ちゆ(치유)'라고 읽습니다. 의학적 문맥에서 「治癒する」는 '치유되다(낫다)'를 뜻합니다.,"The kanji 治癒 is read ちゆ (*healing; cure*). In medical contexts, 「治癒する」 means ""to be cured.""  ",汉字“治癒”读作“ちゆ（治愈）”。在医学语境中，“治癒する”的意思是“被治愈（痊愈）”。,漢字「治癒」讀作「ちゆ（治癒）」。在醫學語境中，「治癒する」的意思是「被治癒（痊癒）」。,漢字の「治癒」は「ちゆ」と読みます。医学的な文脈で「治癒する」は「病気が治る」ことを意味します。,"Le kanji 治癒 se lit ちゆ (guérison). Dans un contexte médical, « 治癒する » signifie « être guéri ».","Kanji 治癒 dibaca ちゆ (""penyembuhan; pemulihan""). Dalam konteks medis, 「治癒する」 berarti ""disembuhkan"".","El kanji 治癒 se lee ちゆ (curación; cura). En contextos médicos, 「治癒する」 significa ""curarse"".","คันจิ 治癒 อ่านว่า ちゆ (""การเยียวยา; การรักษาให้หาย"") ในบริบททางการแพทย์ 「治癒する」 หมายถึง ""รักษาให้หายขาด""","Chữ Hán 治癒 đọc là ちゆ (chữa lành; điều trị khỏi). Trong ngữ cảnh y tế, 「治癒する」 có nghĩa là ""được chữa khỏi"".",P1,治癒するには１か月程度かかる。
（　　　）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。,脱却,駆除,却下,除去,却下,,,"却下する'는 제안이나 요청 등을 '기각하다/거절하다'를 뜻하는 공식적인 동사로, 상사가 제안서에 취하는 행동에 부합합니다.","却下する is the formal verb for *to reject/turn down* proposals, requests, etc., which matches what a boss does to a proposal.",“却下する”是表示“驳回/拒绝”提案或请求的正式动词，符合上司对待提案的动作。,「却下する」是表示「駁回/拒絕」提案或請求的正式動詞，符合上司對待提案的動作。,「却下する」は提案や要求などを「退ける、拒否する」ことを表すフォーマルな動詞であり、上司が提案書に対して行う行動として適切です。,"却下する est le verbe formel pour « rejeter / repousser » des propositions, des demandes, etc., ce qui correspond à l'action d'un patron face à une proposition.","却下する adalah kata kerja formal untuk ""menolak/mengabaikan"" proposal, permintaan, dll., yang sesuai dengan apa yang dilakukan bos terhadap sebuah proposal.","却下する es el verbo formal para ""rechazar o denegar"" propuestas, peticiones, etc., lo que coincide con lo que hace un jefe con una propuesta.","却下する เป็นคำกริยาทางการหมายถึง ""ปฏิเสธ/ตีตก"" (ข้อเสนอ, คำร้อง ฯลฯ) ซึ่งตรงกับการกระทำที่เจ้านายทำกับข้อเสนอ","却下する là động từ trang trọng mang nghĩa ""bác bỏ/từ chối"" các đề xuất, yêu cầu, v.v., phù hợp với hành động của cấp trên đối với một bản đề xuất.",P2,上司は私の提案を（　　　）した。
（　　　）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。,全盛,旺盛,盛況,盛大,旺盛,,,관용구로 '好奇心が旺盛(호기심이 왕성하다)'가 쓰입니다.,"The fixed expression is 好奇心が旺盛 ""(to have) strong curiosity.""",“好奇心が旺盛（好奇心旺盛）”是固定用法。,「好奇心が旺盛（好奇心旺盛）」是固定用法。,慣用表現として「好奇心が旺盛（好奇心が強い）」が使われます。,L'expression idiomatique est 好奇心が旺盛 (avoir une forte curiosité).,"Ungkapan tetapnya adalah 好奇心が旺盛 ""(memiliki) rasa ingin tahu yang kuat.""",La expresión fija es 好奇心が旺盛 (tener gran curiosidad).,"สำนวนที่มักใช้คู่กันคือ 好奇心が旺盛 หมายถึง ""(มี) ความอยากรู้อยากเห็นอย่างมาก""","Cụm từ cố định là 好奇心が旺盛 ""(có) sự tò mò mãnh liệt"".",P2,この子は好奇心が（　　　）で、分からないことは何でも知りたがる。
（　　　）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。,設けられて,装われて,据えられて,施されて,施されて,,,"施す(베풀다, 가하다)'는 물건에 장식이나 가공을 더할 때 사용됩니다. 다리에 조각이 '施されている(새겨져 있다)'라고 하는 것이 자연스럽습니다.",施す is used for decorations/processing applied to objects. Carvings being *施されている* on the legs is natural.,“施す”用于对物品进行装饰或加工。说桌腿上“施されている（雕刻着花纹）”是很自然的。,「施す」用於對物品進行裝飾或加工。說桌腿上「施されている（雕刻著花紋）」是很自然的。,「施す」は物に装飾や加工を加える際に使われます。机の脚に彫刻が「施されている（加えられている）」とするのが自然です。,施す s'utilise pour les décorations ou les traitements appliqués à des objets. Dire que des sculptures sont « 施されている » (sculptées/appliquées) sur les pieds d'un meuble est très naturel.,"施す digunakan untuk dekorasi/pemrosesan yang diterapkan pada sebuah objek. Mengatakan ukiran ""施されている"" (diukir/diterapkan) pada kaki meja sangatlah alami.","施す se utiliza para decoraciones o tratamientos aplicados a objetos. Decir que hay tallas ""施されている"" (aplicadas/esculpidas) en las patas es muy natural.","施す ใช้กับการตกแต่ง/การแกะสลักที่ทำลงบนวัตถุ การพูดว่ามีรอยแกะสลัก ""施されている"" (ถูกสลักไว้) บนขาโต๊ะจึงเป็นธรรมชาติที่สุด","施す được sử dụng cho việc trang trí/gia công được áp dụng lên các vật thể. Nói rằng các hình điêu khắc được ""施されている"" (chạm khắc/áp dụng) trên chân bàn là rất tự nhiên.",P2,このテーブルは、脚の部分に美しい彫刻が（　　　）いる。
（　　　）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。,転移,投影,感染,余波,余波,,,余波(여파)'는 주요 사건(가격 급등) 이후에 나타나는 2차적인 영향을 뜻합니다.,余波 captures secondary impacts following a major event (price surge).,“余波（余波、波及影响）”指重大事件（价格暴涨）后出现的次生影响。,「余波（餘波、波及影響）」指重大事件（價格暴漲）後出現的次生影響。,「余波」は、大きな出来事（価格高騰）の後に起こる二次的な影響（波及効果）を意味します。,余波 désigne les effets secondaires ou les répercussions suite à un événement majeur (comme une flambée des prix).,余波 merangkum dampak sekunder atau efek domino setelah peristiwa besar (seperti lonjakan harga).,余波 se refiere a los efectos secundarios o secuelas tras un evento importante (aumento de precios).,余波 (ผลกระทบตามมา) หมายถึง ผลกระทบรองที่เกิดขึ้นตามมาหลังเหตุการณ์สำคัญ (เช่น ราคาสินค้าพุ่งสูงขึ้น),余波 tóm lược những tác động thứ cấp hoặc hậu quả theo sau một sự kiện lớn (như giá cả tăng vọt).,P2,原油価格が高騰し、その（　　　）が世界中に広がっている。
