question,option1,option2,option3,option4,answer,imageName,underline,explanation_ko,explanation_en,explanation_zh_hans,explanation_zh_hant,explanation_ja,explanation_fr,explanation_id,explanation_es,explanation_th,explanation_vi,passage_group,sub_question
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,がんしょう,かんしょう,がんぽ,かんぽ,かんしょう,,干渉,"한자 干渉는 かんしょう(간섭)라고 읽으며, '간섭/참견'을 의미합니다. 다른 사람이 자신의 미래에 참견하지 않기를 바라는 문맥에 적합합니다.","The kanji 干渉 is read かんしょう, meaning *interference/meddling*. It fits the context of not wanting others to meddle in one’s future.",汉字干渉读作かんしょう，意为“干涉/介入”。适合用来形容不希望别人干涉自己的未来。,漢字「干渉」讀作かんしょう，意為「干涉/介入」。適合用來形容不希望別人干涉自己的未來。,漢字の「干渉」は「かんしょう」と読み、「干渉/口出し」を意味します。他人に自分の将来を干渉されたくないという文脈に適合します。,Le kanji 干渉 se lit かんしょう et signifie « interférence / ingérence ». Cela correspond au contexte où l'on ne veut pas que les autres s'ingèrent dans son propre avenir.,"Kanji 干渉 dibaca かんしょう (kanshou), yang berarti 'campur tangan/intervensi'. Ini cocok untuk konteks tidak ingin orang lain ikut campur dalam masa depannya.",El kanji 干渉 se lee かんしょう (kanshou) y significa 'interferencia/intromisión'. Encaja en el contexto de no querer que otros se entrometan en su futuro.,คันจิ 干渉 อ่านว่า かんしょう (คันโช) แปลว่า 'การแทรกแซง/การก้าวก่าย' เข้ากับบริบทที่ไม่อยากให้คนอื่นมาแทรกแซงอนาคตของตนเอง,"Chữ Hán 干渉 đọc là かんしょう (kanshou), có nghĩa là 'can thiệp/xen vào'. Nó phù hợp với bối cảnh không muốn người khác can thiệp vào tương lai của mình.",P1,自分の将来について、他人には干渉されたくない。
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,ねばって,あらそって,きそって,ふんばって,ねばって,,粘って,"粘って는 粘る(버티다, 끈질기게 견디다)에서 온 말로, ねばって라고 읽습니다. 승리할 때까지 끈기 있게 인내한다는 의미와 일치합니다.",粘って is read ねばって from 粘る (*to persist; to be tenacious*). It matches the sense of persevering until victory.,粘って来自粘る（坚持；顽强），读作ねばって。与坚持到胜利为止的毅力相符。,「粘って」來自粘る（堅持；頑強），讀作ねばって。與堅持到勝利為止的毅力相符。,「粘って」は「粘る（耐え抜く、諦めずに続ける）」から来ており、「ねばって」と読みます。勝利するまで粘り強く耐えるという意味合いに一致します。,"粘って vient du verbe 粘る (persévérer, tenir bon) et se lit ねばって. Cela correspond à l'idée de persévérer jusqu'à la victoire.","粘って berasal dari kata 粘る (bertahan, gigih), dibaca ねばって (nebatte). Ini sesuai dengan arti bertekad kuat dan bertahan hingga meraih kemenangan.","粘って proviene de la palabra 粘る (persistir, aguantar tenazmente), se lee ねばって (nebatte). Coincide con el significado de perseverar hasta la victoria.","粘って มาจากคำว่า 粘る (อดทน, ยืนหยัด) อ่านว่า ねばって (เนบัตเตะ) ตรงกับความหมายของการอดทนอย่างไม่ย่อท้อจนกว่าจะได้รับชัยชนะ","粘って bắt nguồn từ động từ 粘る (kiên trì, bám trụ), đọc là ねばって. Nó phù hợp với ý nghĩa kiên trì chịu đựng cho đến khi giành chiến thắng.",P1,田中選手は、最後まで粘って、ついに勝利を収めた。
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,こうびょう,こびょう,こうみょう,こみょう,こうみょう,,巧妙,"巧妙는 こうみょう(교묘)라고 읽으며, '기발한, 교묘한, 솜씨 좋은'을 의미합니다. 마술사의 기술을 묘사할 때 자연스럽게 쓰입니다.",巧妙 is read こうみょう and means *ingenious; clever; skillful*. It naturally describes a magician’s technique.,巧妙读作こうみょう，意为“巧妙；精巧”。用来描述魔术师的技术非常自然。,「巧妙」讀作こうみょう，意為「巧妙；精巧」。用來描述魔術師的技術非常自然。,「巧妙」は「こうみょう」と読み、「非常に巧みであること」を意味します。手品師の技術を描写するのに自然に使われます。,"巧妙 se lit こうみょう et signifie « ingénieux, habile, adroit ». Il s'emploie naturellement pour décrire la technique d'un magicien.","巧妙 dibaca こうみょう (koumyou), yang berarti 'cerdik, sangat terampil, atau pandai'. Sangat wajar digunakan untuk menggambarkan teknik seorang pesulap.","巧妙 se lee こうみょう (koumyou) y significa 'ingenioso, hábil o diestro'. Se usa de forma natural para describir la técnica de un mago.","巧妙 อ่านว่า こうみょう (โคเมียว) แปลว่า 'ชาญฉลาด, แนบเนียน, ชำนาญ' ใช้บรรยายถึงเทคนิคของนักมายากลได้อย่างเป็นธรรมชาติ","巧妙 đọc là こうみょう, có nghĩa là 'tinh vi, khéo léo, tài tình'. Rất tự nhiên khi dùng để mô tả kỹ thuật của một ảo thuật gia.",P1,手品師の巧妙なテクニックに観客から拍手が起こった。
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,すました,ほどこした,せかした,うながした,うながした,,促した,"促した는 促す(촉구하다, 재촉하다)에서 온 말로, うながした라고 읽습니다. 修正を促す(수정을 촉구하다)와 잘 어울립니다.","促した is read うながした, from 促す (*to urge; to prompt*). It collocates well with 修正を促す.",促した来自促す（敦促；催促），读作うながした。与“修正を促す”（促使修正）搭配得很好。,「促した」來自促す（敦促；催促），讀作うながした。與「修正を促す」（促使修正）搭配得很好。,「促した」は「促す（催促する、促す）」から来ており、「うながした」と読みます。「修正を促す」という表現とよく合います。,"促した vient du verbe 促す (inciter, exhorter) et se lit うながした. Il s'accorde bien avec l'expression 修正を促す (inciter à la correction).","促した berasal dari kata 促す (mendorong, mendesak), dibaca うながした (unagashita). Sangat cocok digabungkan dengan 修正を促す (mendesak perbaikan).","促した proviene de 促す (instar, exhortar), se lee うながした (unagashita). Combina bien con 修正を促す (instar a una corrección).","促した มาจากคำว่า 促す (กระตุ้น, เร่งเร้า) อ่านว่า うながした (อุนางาชิตะ) เข้ากันได้ดีกับคำว่า 修正を促す (กระตุ้นให้แก้ไข)","促した bắt nguồn từ động từ 促す (thúc giục, khuyến khích), đọc là うながした. Nó kết hợp rất tự nhiên với 修正を促す (thúc giục sửa đổi).",P1,書類にミスがあったので、すぐに修正を促した。
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,そち,そうち,しょち,しょうち,そち,,措置,"措置는 そち(조치)라고 읽으며, 대책이나 조치를 의미합니다.","措置 is read そち, meaning  measures; steps.",措置读作そち，意为“措施；安排”。,「措置」讀作そち，意為「措施；安排」。,「措置」は「そち」と読み、対策や処置を意味します。,"措置 se lit そち et signifie « mesure, disposition » (prendre des mesures).","措置 dibaca そち (sochi), yang berarti 'tindakan' atau 'langkah-langkah/kebijakan'.",措置 se lee そち (sochi) y significa 'medida' o 'disposición'.,措置 อ่านว่า そち (โซจิ) แปลว่า 'มาตรการ' หรือ 'การจัดการ',"措置 đọc là そち, có nghĩa là 'biện pháp' hoặc 'cách xử lý'.",P1,適切な措置によって、問題が拡大するのを防ぐことができた。
__の言葉の読み方として最もよいものを、１・２・３・４から一つ選びなさい。,しんきょう,じんきょう,じんこう,しんこう,しんこう,,振興,"振興은 しんこう(진흥)라고 읽으며, (산업/지역의) 촉진 및 장려를 의미합니다.","振興 is read しんこう, meaning promotion/encouragement (of industry/region).",振興读作しんこう，意为“振兴/鼓励”（产业或地区）。,「振興」讀作しんこう，意為「振興/鼓勵」（產業或地區）。,「振興」は「しんこう」と読み、（産業や地域の）促進・奨励を意味します。,振興 se lit しんこう et signifie « promotion / développement » (d'une industrie ou d'une région).,"振興 dibaca しんこう (shinkou), yang berarti 'promosi/pengembangan' (untuk industri atau daerah).",振興 se lee しんこう (shinkou) y significa 'fomento/promoción' (de una industria o región).,振興 อ่านว่า しんこう (ชินโค) แปลว่า 'การส่งเสริม/การสนับสนุน' (สำหรับอุตสาหกรรมหรือภูมิภาค),"振興 đọc là しんこう, có nghĩa là 'chấn hưng/thúc đẩy' (đối với ngành công nghiệp hoặc khu vực).",P1,スポーツを通じて、地域の振興を図りたい。
（　　　）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。,エラー,ノルマ,ダメージ,クレーム,クレーム,,,비즈니스 일본어에서 クレーム는 '불만/항의(컴플레인)'를 의미합니다. 가격 책정 오류는 자연스럽게 고객의 항의를 유발합니다.,クレーム in business Japanese means *complaint*. Mispricing naturally brings customer complaints.,在商务日语中，クレーム意为“投诉/抱怨”。价格设定错误自然会导致客户投诉。,在商務日語中，クレーム意為「投訴/抱怨」。價格設定錯誤自然會導致客戶投訴。,ビジネス日本語において「クレーム」は「苦情/文句」を意味します。価格設定の誤りは当然ながら顧客のクレームを引き起こします。,"En japonais des affaires, クレーム signifie « plainte / réclamation ». Une erreur de prix entraîne naturellement des réclamations de la part des clients.","Dalam bahasa Jepang bisnis, クレーム (kureemu) berarti 'keluhan/komplain'. Kesalahan penetapan harga secara alami akan memicu komplain dari pelanggan.","En el japonés de negocios, クレーム (kureemu) significa 'queja/reclamo'. Un error en la fijación de precios provoca naturalmente las quejas de los clientes.",ในภาษาญี่ปุ่นเชิงธุรกิจ クレーム (คุเรมุ) แปลว่า 'การร้องเรียน/การตำหนิ' (คอมเพลน) การตั้งราคาผิดพลาดย่อมทำให้ลูกค้าร้องเรียนอย่างแน่นอน,"Trong tiếng Nhật thương mại, クレーム có nghĩa là 'phàn nàn/khiếu nại'. Việc định giá sai đương nhiên sẽ dẫn đến khiếu nại của khách hàng.",P2,商品の値段を間違えて表示していたため、お客さんから（　　　）が来た。
（　　　）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。,軌道,経緯,経路,軌跡,経緯,,,"経緯(경위)는 결정에 이르게 된 '사건의 순서/배경'을 가리키며, 여기 문맥에 완벽하게 들어맞습니다.",経緯 refers to the *sequence of events/background* leading to a decision—perfect here.,経纬(경위)指决定某事经过的“事件顺序/背景”，此处完全符合语境。,「経緯」指決定某事經過的「事件順序/背景」，此處完全符合語境。,「経緯（いきさつ/けいい）」は決定に至った「事の顛末/背景」を指し、ここの文脈に完全に当てはまります。,"経緯 désigne le « déroulement des faits / contexte » ayant conduit à une décision, ce qui correspond parfaitement à ce contexte.","経緯 (keii) merujuk pada 'urutan kejadian/latar belakang' yang berujung pada suatu keputusan, sangat cocok untuk konteks ini.","経緯 (keii) se refiere a la 'secuencia de eventos/antecedentes' que conducen a una decisión, encajando perfectamente en este contexto.",経緯 (เคอิ) หมายถึง 'ลำดับเหตุการณ์/ความเป็นมา' ที่นำไปสู่การตัดสินใจ ซึ่งเข้ากับบริบทนี้ได้อย่างสมบูรณ์,"経緯 (quá trình/ngọn ngành) chỉ 'trình tự sự kiện/bối cảnh' dẫn đến một quyết định, hoàn toàn phù hợp với ngữ cảnh này.",P2,御社は新技術を導入することになった（　　　）についてお聞かせください。
（　　　）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。,絶大な,壮大な,盛大な,甚大な,壮大な,,,"壮大な(장대한)는 '웅대한 규모'를 묘사하며, 지구의 역사에 어울리는 표현입니다.","壮大な describes something on a *grand scale*, suitable for the Earth’s history.",壮大な(장대한)用来描述“宏大的规模”，非常适合形容地球的历史。,「壮大な」用來描述「宏大的規模」，非常適合形容地球的歷史。,「壮大な」は「スケールの大きさ」を描写しており、地球の歴史を形容するのに適した表現です。,壮大な décrit une « échelle grandiose » et est une expression appropriée pour qualifier l'histoire de la Terre.,"壮大な (soudaina) menggambarkan 'skala yang megah/agung', sebuah ungkapan yang tepat untuk mendeskripsikan sejarah bumi.","壮大な (soudaina) describe una 'escala grandiosa/majestuosa', una expresión adecuada para describir la historia de la Tierra.",壮大な (โซไดนะ) บรรยายถึง 'สเกลที่ยิ่งใหญ่/อลังการ' เป็นสำนวนที่เหมาะสมกับการอธิบายประวัติศาสตร์ของโลก,"壮大な miêu tả 'quy mô tráng lệ/hùng vĩ', một cách diễn đạt phù hợp để mô tả lịch sử của Trái đất.",P2,この映画のストーリーは、地球の歴史を描いた（　　　）ものだ。
（　　　）に入れるのに最もよいものを、１・２・３・４から一つ選びなさい。,みっちり,ぐっすり,べったり,めっきり,みっちり,,,"みっちり는 '단단히/철저히'라는 뜻으로, 열심히 공부하는 상황에 완벽하게 어울립니다.",みっちり means *densely/intensively*—perfect for studying hard.,みっちり意为“紧密地/彻底地”，用来形容刻苦学习非常贴切。,「みっちり」意為「緊密地/徹底地」，用來形容刻苦學習非常貼切。,「みっちり」は「隙間なく/十分に」という意味で、一生懸命勉強している状況に完全に一致します。,みっちり signifie « intensément / rigoureusement » et correspond parfaitement à une situation où l'on étudie assidûment.,"みっちり (micchiri) berarti 'dengan padat/sungguh-sungguh', sangat cocok untuk situasi belajar dengan tekun.","みっちり (micchiri) significa 'rigurosamente/a fondo', lo cual encaja perfectamente en una situación de estudiar intensamente.",みっちり (มิตจิริ) แปลว่า 'อย่างหนัก/อย่างเต็มที่' เข้ากับสถานการณ์ที่กำลังตั้งใจเรียนอย่างหนักได้อย่างสมบูรณ์แบบ,"みっちり có nghĩa là 'nghiêm túc/dày đặc', hoàn toàn phù hợp với tình huống học tập chăm chỉ.",P2,試験前の一週間は、朝から晩まで（　　　）勉強した。
